# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
cynophobia	attribute
cynosure	communication;psychological feature
cystitis	attribute
cystocele	attribute
cystoparalysis	attribute
cystoplegia	attribute
cytoarchitectonics	attribute
cytoarchitecture	attribute
cytogenetics	psychological feature
cytology	psychological feature
cytopenia	attribute
cytophotometry	event
cytotoxicity	measure
czardas	communication
d	communication
da'wah	event
dab	event;measure;psychological feature
dacoity	event
dacryocystitis	psychological feature
dactylomegaly	attribute
dadaism	group
daemon	psychological feature
daftness	attribute
dah	communication
daimon	psychological feature
daintiness	attribute
dairying	event
dakoity	event
daktylos	measure
dal	measure
dalasi	measure
daleth	communication
dalliance	event
damage	event;relation
damages	relation
damn	attribute
damnation	attribute;event
damned	group
damp	attribute
dampening	event
dampness	attribute
dancing	event;psychological feature
dandyism	attribute
dangerousness	attribute
dangling	event
dankness	attribute
dapperness	attribute
daraf	measure
dare	event
daredevilry	attribute
daredeviltry	attribute
daring	attribute;event
darkening	event
darning	event
darts	event
dash	attribute;communication;event
dastardliness	attribute
data	group
database	communication
dating	event
dative	group
datum	psychological feature
daubing	event
dauntlessness	attribute
dawah	event
dawdling	event
dawn	event;measure;psychological feature
dawning	psychological feature
day	attribute;measure
daybreak	psychological feature
daycare	event
daydream	psychological feature
daydreaming	psychological feature
days	measure
dayspring	psychological feature
daytime	measure
daze	attribute
dazzle	attribute
db	measure
deactivation	event
dead	group;measure
deadening	event
deadlift	event
deadline	measure
deadliness	attribute
deadlock	attribute
deadness	attribute
deaf	group
deafness	attribute
dealership	group
dealing	event
dealings	event;relation
deanship	event
dearness	attribute
dearth	attribute
deathblow	event
deathrate	relation
debarkation	event
debarment	attribute;event
debasement	attribute;event
debate	communication;event
debauch	event
debauchery	event
debenture	communication
debilitation	event
debility	attribute
debit	communication
debridement	event
debriefing	event
debt	attribute;communication;relation
debugger	communication
debunking	event
debut	event
decade	measure
decadence	attribute
decadency	attribute
decagon	attribute
decagram	measure
decahedron	attribute
decaliter	measure
decalitre	measure
decameter	measure
decametre	measure
decampment	event
decantation	event
decapitation	event
decasyllable	communication
decathlon	event
decease	event
deceit	attribute;communication;event
deceitfulness	attribute
deceleration	event;relation
decency	attribute
decennary	measure
decennium	measure
decentering	attribute
decentralisation	event
decentration	attribute
deception	communication;event
deceptiveness	attribute
deciban	measure
decibel	measure
deciding	psychological feature
decigram	measure
decile	psychological feature
deciliter	measure
decilitre	measure
decimal	measure
decimalisation	event
decimalization	event
decimation	event
decimeter	measure
decimetre	measure
decipherment	event
decision	attribute;event;psychological feature
decisiveness	attribute
declamation	event
declaration	communication
declarative	relation
declassification	event
deco	group
decoding	event
decolonisation	event
decolonization	event
decompressing	event
decompression	event
deconstruction	psychological feature
deconstructionism	psychological feature
deconstructivism	group
decontamination	event
decorativeness	attribute
decorousness	attribute
decortication	event
decorum	attribute
decree	communication
decrepitation	event
decrepitude	attribute;measure
decrescendo	attribute
decriminalisation	event
decriminalization	event
decryption	event
decubitus	attribute
dedication	attribute;communication;event;group
deductible	communication;relation
deduction	event;psychological feature;relation
deed	communication;event
deeds	event
deepness	attribute;psychological feature
deerstalking	event
defacement	event
defalcation	event;relation
defamation	communication
default	event;psychological feature;relation
defeat	attribute;event
defeated	group
defeatism	attribute
defect	attribute
defection	attribute;event
defectiveness	attribute
defencelessness	attribute
defenestration	event
defenselessness	attribute
defensibility	attribute
defensive	psychological feature
defensiveness	attribute
deference	attribute;event
deferment	event
deferral	attribute;event
defervescence	event
defiance	attribute;event
defibrillation	event
deficiency	attribute
deficit	attribute;measure;relation
defilement	attribute
definability	attribute
definiteness	attribute
definition	attribute;communication
definitors	group
deflator	measure
deflection	attribute;event
deflexion	attribute;event
deforestation	attribute;event
deformation	event
deformity	attribute
defrayal	event
defrayment	event
deftness	attribute
defunctness	attribute
defusing	event
degeneracy	attribute
degradation	attribute;event
degree	attribute;communication;measure
dehumanisation	event
dehumanization	event
deictic	relation
deism	psychological feature
deity	psychological feature
deixis	psychological feature
dejectedness	attribute
dekagram	measure
dekaliter	measure
dekalitre	measure
dekameter	measure
dekametre	measure
dekko	event
delabialization	communication
delay	event;measure
delectability	attribute
delectation	attribute;event
delegacy	attribute;event;group
delegating	event
delegation	event;group
deliberateness	attribute
deliberation	attribute;communication;psychological feature
deliciousness	attribute
delight	attribute;psychological feature
delinquency	attribute;event;relation
deliquium	event
delirium	attribute
deliverance	event
delivery	communication;event
delusion	attribute;event;psychological feature
demagoguery	event
demagogy	event
demarche	event
demeanor	attribute
demeanour	attribute
dementedness	attribute
dementia	attribute
demerit	attribute;communication
demimonde	group
demise	measure
demisemiquaver	communication
demiurge	psychological feature
demo	communication
demobilisation	event
demobilization	event
democracy	group;psychological feature
democratisation	event
democratism	psychological feature
democratization	event
demographic	psychological feature
demography	psychological feature
demolishing	event
demolition	event
demonetisation	event
demonetization	event
demonisation	communication
demonism	psychological feature
demonization	communication
demonolatry	event
demonstrability	attribute
demonstration	communication;event
demonstrative	relation
demonstrativeness	attribute
demoralisation	attribute;event
demoralization	attribute;event
demotion	event
demur	event
demureness	attribute
demurrage	event;relation
demurral	event
demurrer	communication;event
demyelination	attribute
demythologisation	communication
demythologization	communication
denationalisation	event
denationalization	event
dendrology	psychological feature
dengue	attribute
denigration	communication;event
denivelation	measure
denomination	group;relation
denominationalism	psychological feature
denominator	measure
denotation	event;psychological feature
denotatum	communication
denouement	communication;event
denouncement	event
denseness	attribute;psychological feature;relation
densification	event
densitometry	event
density	attribute;relation
dental	relation
dentistry	psychological feature
denudation	event
denunciation	event
departure	event
dependability	attribute
dependableness	attribute
dependance	attribute
dependence	attribute
depersonalisation	attribute;event
depersonalization	attribute;event
depicting	psychological feature
depigmentation	attribute
depilation	attribute;event
depletion	attribute;event
deployment	event
depopulation	attribute
deportation	event
deportment	attribute
depravation	attribute
depravity	attribute;event
deprecatio	communication
deprecation	event
depreciation	communication;event;relation
depredation	event
deprivation	attribute;event
depth	attribute;psychological feature
deputation	event;group
deracination	event
derailment	event
derangement	attribute;event
deregulating	event
deregulation	event
dereliction	attribute;event
derision	communication;event
deriving	communication
dermabrasion	event
dermatitis	attribute
dermatoglyphic	attribute
dermatoglyphics	psychological feature
dermatology	psychological feature
dermatomyositis	psychological feature
dermatosclerosis	attribute
dermatosis	attribute
derogation	communication;event
descant	communication
descendants	group
descensus	attribute
description	communication;event;psychological feature
descriptivism	psychological feature
descriptor	psychological feature;relation
desecration	event
desegregation	event
desertion	event
deservingness	attribute
deshabille	attribute
designation	event;relation
designatum	communication
designing	event
desirability	attribute
desirableness	attribute
desire	attribute
desolation	attribute;event
despair	attribute
despatch	attribute;communication;event
